,loan_id,infringed,contract_type,gender,has_own_car,has_own_realty,num_children,annual_income,credit_amount,credit_annuity,goods_valuation,income_type,education,family_status,housing_type,age,days_employed,car_age,occupation_type,num_family_members,region_rating,organization_type,score_ext_1,score_ext_2,score_ext_3,num_req_bureau_hour,num_req_bureau_day,num_req_bureau_week,num_req_bureau_month,num_req_bureau_qrt,num_req_bureau_year,past_avg_amount_annuity,past_avg_amt_application,past_avg_amt_credit,past_loans_approved,past_loans_refused,past_loans_canceled,past_loans_unused,past_loans_total
1306,1306,0,Cash loans,M,Y,N,0,170222.0,132793.0,34629.9,289516.0,Working,Higher education,Married,Office apartment,21,-3146,11.0,Laborers,3.0,3,Medicine,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8519.0,94960.0,250982.0,8.0,0.0,4.0,1.0,1.0
1307,1307,0,Cash loans,F,Y,N,2,132150.0,586776.0,73784.4,251602.0,Working,Higher education,Widow,Municipal apartment,21,-1353,8.0,Managers,2.0,2,Trade: type 6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.0,51030.0,886711.0,1.0,1.0,0.0,0.0,1.0
1308,1308,0,Cash loans,F,Y,Y,0,151596.0,952943.0,31983.7,507834.0,Commercial associate,Higher education,Married,House / apartment,36,-2613,60.0,Accountants,4.0,2,Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25402.0,300828.0,162226.0,2.0,0.0,1.0,0.0,1.0
1309,1309,0,Cash loans,F,Y,Y,1,119701.0,693138.0,36179.6,466523.0,Working,Incomplete higher,Civil marriage,House / apartment,26,-291,67.0,Accountants,1.0,2,Business Entity Type 1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15557.0,12689.0,224612.0,7.0,1.0,0.0,0.0,2.0
1310,1310,0,Cash loans,F,Y,N,0,73671.0,1007295.0,39760.5,328057.0,Working,Secondary / secondary special,Married,House / apartment,44,-1972,24.0,Security staff,2.0,3,Bank,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15809.0,112280.0,131848.0,2.0,0.0,0.0,0.0,3.0
1311,1311,0,Cash loans,M,Y,N,0,247600.0,388633.0,17168.0,610369.0,Working,Higher education,Married,House / apartment,44,-887,5.0,Laborers,3.0,3,Transport: type 4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,27737.0,194961.0,4436.0,1.0,3.0,0.0,2.0,2.0
1312,1312,0,Cash loans,F,Y,Y,1,289497.0,154045.0,47438.5,620871.0,Commercial associate,Secondary / secondary special,Married,With parents,25,-1344,7.0,Managers,3.0,2,Business Entity Type 2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2718.0,245240.0,145708.0,6.0,0.0,0.0,0.0,4.0
1313,1313,0,Revolving loans,F,Y,Y,0,116754.0,601539.0,29276.9,415717.0,Working,Higher education,Married,House / apartment,47,-300,18.0,Managers,4.0,2,Business Entity Type 2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,32828.0,118774.0,36536.0,11.0,0.0,1.0,0.0,2.0
1314,1314,0,Cash loans,M,Y,Y,0,172404.0,267447.0,36974.9,62939.0,Working,Higher education,Married,Municipal apartment,42,-2319,26.0,Security staff,1.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10159.0,133779.0,567423.0,3.0,1.0,0.0,0.0,5.0
1315,1315,0,Cash loans,F,Y,N,0,318479.0,513681.0,39911.8,347920.0,Working,Higher education,Married,House / apartment,42,-1330,5.0,Medicine staff,3.0,2,Industry: type 7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13612.0,77540.0,281928.0,1.0,3.0,0.0,0.0,2.0
1316,1316,0,Cash loans,F,Y,Y,0,150067.0,933656.0,30932.1,982202.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,-321,4.0,High skill tech staff,4.0,2,Self-employed,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15862.0,72790.0,400037.0,2.0,0.0,0.0,0.0,8.0
1317,1317,0,Cash loans,M,Y,Y,1,243393.0,415418.0,79102.3,791754.0,Working,Secondary / secondary special,Married,Co-op apartment,39,-184,2.0,High skill tech staff,1.0,3,Bank,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9012.0,302677.0,200627.0,2.0,0.0,0.0,0.0,5.0
1318,1318,0,Cash loans,F,Y,Y,1,170688.0,69343.0,30055.3,1743644.0,Working,Secondary / secondary special,Married,House / apartment,36,-544,8.0,Laborers,5.0,1,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32941.0,100302.0,724635.0,2.0,0.0,1.0,1.0,5.0
1319,1319,0,Cash loans,F,Y,N,2,46927.0,1163053.0,35625.2,892243.0,Working,Secondary / secondary special,Married,House / apartment,28,-2279,13.0,Sales staff,1.0,2,School,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23542.0,279560.0,157170.0,2.0,0.0,1.0,0.0,5.0
1320,1320,0,Cash loans,M,Y,N,1,180962.0,367277.0,46533.1,1233208.0,Working,Higher education,Married,House / apartment,26,-271,8.0,Managers,3.0,2,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23234.0,109453.0,114774.0,3.0,0.0,0.0,0.0,6.0
1321,1321,0,Cash loans,F,Y,Y,1,78172.0,211971.0,45972.8,1706923.0,Working,Secondary / secondary special,Widow,House / apartment,23,-1103,1.0,Cleaning staff,2.0,2,Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21763.0,209183.0,244936.0,2.0,0.0,1.0,0.0,8.0
1322,1322,0,Cash loans,F,Y,Y,0,179392.0,497680.0,38665.4,175982.0,Working,Higher education,Separated,House / apartment,37,-361,4.0,Drivers,2.0,2,Business Entity Type 3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8639.0,5699.0,22885.0,2.0,3.0,0.0,0.0,2.0
1323,1323,0,Cash loans,F,Y,Y,0,229199.0,333453.0,26902.9,227679.0,Working,Higher education,Married,House / apartment,31,-2296,3.0,Core staff,3.0,2,Business Entity Type 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5846.0,24478.0,166767.0,4.0,0.0,0.0,0.0,1.0
1324,1324,0,Cash loans,F,Y,Y,0,180202.0,127143.0,23610.4,363420.0,Working,Higher education,Married,House / apartment,36,-1283,21.0,Core staff,1.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7226.0,26868.0,4436.0,3.0,0.0,1.0,0.0,7.0
1325,1325,1,Revolving loans,F,Y,Y,1,192193.0,64991.0,47808.3,315554.0,Commercial associate,Higher education,Married,House / apartment,43,-407,5.0,Core staff,3.0,1,Kindergarten,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23187.0,629632.0,257899.0,1.0,1.0,0.0,1.0,7.0
1326,1326,0,Cash loans,M,Y,Y,1,155399.0,612748.0,18869.4,514145.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,-3213,19.0,Private service staff,4.0,2,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10262.0,84121.0,470630.0,3.0,2.0,0.0,0.0,2.0
1327,1327,0,Cash loans,F,Y,N,1,64413.0,1460854.0,33889.5,871129.0,Working,Higher education,Married,Rented apartment,45,-1531,0.0,Core staff,2.0,2,Emergency,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5540.0,131719.0,373225.0,4.0,1.0,0.0,0.0,4.0
1328,1328,1,Cash loans,M,Y,Y,1,312057.0,231200.0,17973.0,782737.0,Working,Higher education,Married,House / apartment,44,-928,17.0,Core staff,3.0,2,Construction,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18298.0,91533.0,164273.0,1.0,0.0,0.0,0.0,1.0
1329,1329,0,Cash loans,M,Y,Y,0,241439.0,470368.0,29795.3,365277.0,Working,Higher education,Married,House / apartment,31,-1223,5.0,Drivers,2.0,2,Business Entity Type 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7851.0,68286.0,6201.0,1.0,1.0,0.0,0.0,4.0
1330,1330,0,Cash loans,M,Y,Y,1,122996.0,107164.0,34662.9,1196763.0,Working,Higher education,Civil marriage,House / apartment,30,-1733,64.0,Core staff,3.0,2,Business Entity Type 3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7595.0,171760.0,122821.0,2.0,7.0,0.0,0.0,1.0
1331,1331,1,Cash loans,M,Y,N,0,203547.0,769280.0,30704.8,1064362.0,Working,Higher education,Married,House / apartment,28,-951,15.0,Security staff,2.0,2,Self-employed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,75663.0,84916.0,74022.0,4.0,3.0,0.0,0.0,4.0
1332,1332,0,Cash loans,F,Y,Y,0,263702.0,438895.0,17228.1,818738.0,Working,Higher education,Married,Rented apartment,37,-1093,10.0,Sales staff,2.0,2,Government,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,20072.0,181191.0,523238.0,2.0,0.0,4.0,1.0,3.0
1333,1333,0,Cash loans,F,Y,N,1,364061.0,118623.0,34830.5,117365.0,Working,Secondary / secondary special,Married,House / apartment,21,-690,17.0,High skill tech staff,1.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18825.0,244478.0,141256.0,2.0,0.0,1.0,0.0,3.0
1334,1334,0,Cash loans,M,Y,Y,0,231781.0,342364.0,26854.1,295837.0,Working,Higher education,Civil marriage,House / apartment,24,-6966,4.0,Drivers,1.0,2,Business Entity Type 3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6161.0,160950.0,123620.0,2.0,0.0,0.0,0.0,2.0
1335,1335,0,Revolving loans,M,Y,Y,0,383390.0,572726.0,24769.4,768948.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43,-403,63.0,Realty agents,2.0,2,Trade: type 2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,57055.0,149864.0,168096.0,3.0,2.0,0.0,0.0,1.0
1336,1336,0,Cash loans,F,Y,Y,1,210616.0,151859.0,46508.4,619453.0,Working,Secondary / secondary special,Separated,House / apartment,34,-2199,10.0,Drivers,3.0,2,Kindergarten,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2921.0,43836.0,255007.0,3.0,0.0,0.0,0.0,1.0
1337,1337,0,Cash loans,M,Y,Y,2,228306.0,631481.0,32164.2,511351.0,Working,Higher education,Married,House / apartment,34,-519,5.0,Drivers,3.0,2,Business Entity Type 3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6152.0,598279.0,161611.0,2.0,2.0,1.0,0.0,16.0
1338,1338,0,Cash loans,F,Y,Y,1,250838.0,389602.0,23956.0,364154.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,40,-1683,13.0,Secretaries,4.0,2,Security,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11022.0,767301.0,188997.0,1.0,1.0,0.0,1.0,2.0
1339,1339,0,Cash loans,M,Y,Y,1,100493.0,102435.0,21821.0,312827.0,Working,Secondary / secondary special,Married,House / apartment,38,-502,3.0,Sales staff,2.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,16755.0,438473.0,217810.0,2.0,0.0,1.0,0.0,4.0
1340,1340,0,Cash loans,M,Y,N,1,181357.0,1113162.0,26594.2,432017.0,Working,Higher education,Married,House / apartment,21,-1899,4.0,Core staff,4.0,2,Trade: type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14120.0,290054.0,237974.0,1.0,1.0,0.0,0.0,5.0
1341,1341,0,Cash loans,F,Y,N,1,191162.0,1349831.0,55818.3,973156.0,State servant,Higher education,Married,House / apartment,53,-580,14.0,Accountants,4.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,13999.0,33366.0,108503.0,3.0,0.0,0.0,0.0,6.0
1342,1342,0,Revolving loans,F,Y,Y,2,241651.0,334027.0,59619.3,360844.0,Working,Incomplete higher,Married,House / apartment,40,-3382,28.0,Drivers,4.0,3,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14940.0,93860.0,121675.0,3.0,0.0,0.0,0.0,7.0
1343,1343,0,Cash loans,M,Y,Y,0,138861.0,190795.0,25323.2,45000.0,Working,Higher education,Married,House / apartment,33,-2616,14.0,Waiters/barmen staff,4.0,1,Medicine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34815.0,566658.0,96142.0,3.0,0.0,3.0,0.0,5.0
1344,1344,0,Cash loans,F,Y,N,0,155745.0,215417.0,27779.3,794269.0,Working,Secondary / secondary special,Single / not married,House / apartment,33,-1022,22.0,Core staff,4.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6647.0,126628.0,88285.0,6.0,3.0,3.0,0.0,2.0
1345,1345,1,Cash loans,M,Y,N,1,102582.0,64794.0,34609.9,205447.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,-2316,19.0,Core staff,3.0,3,Industry: type 3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11865.0,607659.0,131084.0,3.0,1.0,0.0,0.0,4.0
1346,1346,0,Cash loans,M,Y,Y,0,210737.0,347559.0,19009.3,247151.0,Working,Higher education,Married,House / apartment,45,-1875,14.0,High skill tech staff,2.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11732.0,55436.0,963418.0,7.0,2.0,0.0,0.0,2.0
1347,1347,0,Cash loans,M,Y,N,1,179417.0,45000.0,12333.4,459398.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,23,-4,6.0,High skill tech staff,2.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,18472.0,47735.0,304153.0,3.0,0.0,1.0,0.0,21.0
1348,1348,0,Revolving loans,M,Y,N,1,236629.0,640446.0,25727.1,551282.0,State servant,Higher education,Married,House / apartment,33,-2451,11.0,Core staff,2.0,2,Industry: type 13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19262.0,368217.0,178572.0,1.0,0.0,0.0,0.0,7.0
1349,1349,0,Cash loans,F,Y,Y,1,222280.0,1009442.0,39870.4,317938.0,Working,Higher education,Married,Co-op apartment,21,-788,9.0,Accountants,2.0,3,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11779.0,926280.0,54369.0,2.0,0.0,0.0,0.0,2.0
1350,1350,0,Cash loans,M,Y,Y,1,126199.0,673767.0,65330.6,471990.0,State servant,Higher education,Married,House / apartment,48,-814,8.0,Laborers,2.0,2,Industry: type 9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4263.0,189058.0,91335.0,5.0,0.0,0.0,0.0,1.0
1351,1351,0,Cash loans,M,Y,Y,0,254257.0,366332.0,36918.1,299149.0,Working,Secondary / secondary special,Married,House / apartment,21,-3619,6.0,Drivers,2.0,2,Business Entity Type 2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7484.0,93539.0,344505.0,1.0,0.0,1.0,0.0,5.0
1352,1352,0,Cash loans,F,Y,Y,1,203211.0,141141.0,30469.5,733291.0,Commercial associate,Incomplete higher,Married,House / apartment,41,-1819,7.0,Medicine staff,2.0,3,Business Entity Type 3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21306.0,187622.0,191304.0,3.0,0.0,1.0,0.0,5.0
1353,1353,0,Cash loans,F,Y,Y,1,354021.0,702411.0,28569.0,160768.0,Commercial associate,Higher education,Single / not married,House / apartment,39,-431,4.0,Cooking staff,3.0,2,Trade: type 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18304.0,381249.0,138676.0,2.0,0.0,1.0,0.0,2.0
1354,1354,0,Cash loans,M,Y,Y,2,241245.0,68261.0,29855.2,927547.0,Working,Higher education,Married,House / apartment,30,-1318,9.0,Sales staff,2.0,2,Industry: type 4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5702.0,38996.0,89984.0,1.0,0.0,0.0,0.0,5.0
1355,1355,0,Cash loans,M,Y,Y,2,431650.0,1138460.0,42492.4,676645.0,Working,Secondary / secondary special,Married,House / apartment,28,-1733,33.0,HR staff,2.0,2,Transport: type 2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5347.0,158439.0,190385.0,2.0,1.0,0.0,0.0,3.0
1356,1356,0,Cash loans,F,Y,N,0,123952.0,55385.0,43700.8,2053676.0,Working,Secondary / secondary special,Married,House / apartment,45,-1386,65.0,Managers,2.0,2,Self-employed,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6228.0,62237.0,1679126.0,4.0,0.0,1.0,0.0,4.0
1357,1357,0,Cash loans,M,Y,Y,0,406539.0,311102.0,46445.5,344984.0,Working,Higher education,Married,Municipal apartment,43,-645,17.0,Drivers,3.0,2,Industry: type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17848.0,112036.0,84392.0,3.0,0.0,0.0,0.0,8.0
1358,1358,0,Cash loans,F,Y,N,0,235379.0,1280464.0,41862.5,641798.0,Commercial associate,Higher education,Single / not married,House / apartment,29,-499,16.0,High skill tech staff,3.0,2,Government,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,9923.0,60502.0,151200.0,2.0,4.0,1.0,0.0,1.0
1359,1359,0,Cash loans,F,Y,Y,0,181975.0,1101567.0,36887.2,45000.0,Working,Secondary / secondary special,Married,House / apartment,29,-1809,8.0,Managers,1.0,1,Transport: type 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17386.0,111052.0,178491.0,1.0,4.0,0.0,1.0,2.0
1360,1360,0,Cash loans,F,Y,Y,1,169102.0,365708.0,26171.1,783143.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,51,-2313,21.0,Sales staff,3.0,2,Transport: type 2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19611.0,29548.0,19883.0,5.0,0.0,1.0,1.0,3.0
1361,1361,0,Revolving loans,F,Y,Y,1,230928.0,384677.0,22922.8,240720.0,Working,Secondary / secondary special,Married,House / apartment,61,-392,1.0,Core staff,2.0,2,Business Entity Type 3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,48707.0,124564.0,115431.0,1.0,0.0,2.0,0.0,5.0
1362,1362,0,Cash loans,F,Y,N,0,204673.0,743535.0,27554.1,362533.0,Working,Higher education,Civil marriage,House / apartment,43,-323,5.0,Realty agents,2.0,2,Construction,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14555.0,372757.0,125272.0,3.0,0.0,0.0,0.0,4.0
1363,1363,0,Revolving loans,M,Y,N,1,212651.0,561495.0,42228.3,531958.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,-1277,6.0,Drivers,3.0,2,Industry: type 9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11881.0,49819.0,151481.0,3.0,0.0,0.0,0.0,4.0
1364,1364,0,Cash loans,M,Y,N,0,233861.0,163459.0,25228.9,463071.0,Working,Higher education,Married,House / apartment,36,-366,8.0,Core staff,1.0,1,School,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9934.0,151637.0,155591.0,2.0,0.0,0.0,0.0,9.0
1365,1365,0,Cash loans,F,Y,Y,0,274756.0,300813.0,32529.9,82147.0,Working,Incomplete higher,Married,House / apartment,22,-1677,4.0,Medicine staff,3.0,2,School,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4482.0,111199.0,95891.0,2.0,1.0,0.0,0.0,6.0
1366,1366,0,Cash loans,F,Y,Y,1,204620.0,201413.0,47152.8,1077947.0,Working,Secondary / secondary special,Married,House / apartment,37,-3377,3.0,Laborers,1.0,2,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,11354.0,3603.0,222017.0,2.0,0.0,0.0,0.0,1.0
1367,1367,0,Cash loans,F,Y,N,1,27019.0,785115.0,37359.1,478445.0,Working,Higher education,Civil marriage,House / apartment,34,-386,26.0,Laborers,3.0,2,Self-employed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28342.0,199580.0,123628.0,4.0,1.0,0.0,0.0,27.0
1368,1368,0,Revolving loans,M,Y,Y,2,290512.0,388141.0,21644.4,931901.0,Working,Secondary / secondary special,Married,House / apartment,38,-985,7.0,Sales staff,1.0,2,Transport: type 4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30397.0,669070.0,92242.0,3.0,0.0,0.0,0.0,1.0
1369,1369,0,Revolving loans,F,Y,N,2,217412.0,793112.0,45319.9,454461.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31,-1823,10.0,Sales staff,3.0,2,Electricity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39144.0,112685.0,383257.0,3.0,1.0,0.0,0.0,10.0
1370,1370,0,Cash loans,F,Y,N,1,192167.0,230075.0,39760.5,160142.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,-632,6.0,Managers,1.0,3,Kindergarten,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7955.0,226798.0,73254.0,2.0,0.0,0.0,0.0,3.0
1371,1371,0,Cash loans,M,Y,Y,0,303200.0,1186437.0,31134.3,180343.0,Working,Higher education,Married,Co-op apartment,55,-591,12.0,Laborers,3.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,8247.0,168089.0,99113.0,2.0,0.0,2.0,0.0,2.0
1372,1372,0,Cash loans,F,Y,N,0,269205.0,219628.0,34132.8,933089.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,27,-1789,16.0,Core staff,2.0,2,Business Entity Type 3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14628.0,9898.0,130110.0,4.0,0.0,0.0,0.0,7.0
1373,1373,0,Cash loans,M,Y,N,1,350503.0,201648.0,62272.2,959066.0,Working,Higher education,Separated,House / apartment,24,-354,8.0,Laborers,2.0,1,Construction,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5571.0,68422.0,153581.0,2.0,2.0,0.0,0.0,7.0
1374,1374,0,Cash loans,F,Y,N,0,294606.0,558779.0,39049.9,284963.0,Commercial associate,Higher education,Married,House / apartment,36,-584,12.0,Laborers,2.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20396.0,165149.0,84185.0,1.0,0.0,1.0,0.0,1.0
1375,1375,0,Cash loans,F,Y,N,2,76658.0,158325.0,24109.0,735596.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,-1098,65.0,Laborers,4.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13061.0,126071.0,332356.0,6.0,2.0,0.0,0.0,4.0
1376,1376,0,Cash loans,F,Y,Y,1,149420.0,201685.0,28130.0,849753.0,State servant,Higher education,Married,House / apartment,25,-4980,2.0,High skill tech staff,2.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,16346.0,81850.0,26964.0,2.0,0.0,0.0,0.0,8.0
1377,1377,0,Cash loans,M,Y,N,0,186217.0,249626.0,43379.2,105149.0,Commercial associate,Higher education,Married,House / apartment,37,-1784,13.0,Core staff,2.0,2,Trade: type 3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8322.0,52676.0,248104.0,4.0,0.0,1.0,0.0,4.0
1378,1378,0,Cash loans,M,Y,N,0,166789.0,382848.0,50157.8,328442.0,Working,Higher education,Widow,Rented apartment,43,-1361,59.0,Core staff,3.0,2,Business Entity Type 1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,56442.0,470153.0,424018.0,2.0,0.0,1.0,0.0,2.0
1379,1379,0,Cash loans,M,Y,Y,1,192879.0,477821.0,32838.3,263618.0,Working,Higher education,Married,House / apartment,42,-874,8.0,Laborers,4.0,2,Business Entity Type 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8508.0,334773.0,41121.0,2.0,4.0,0.0,0.0,3.0
1380,1380,0,Cash loans,F,Y,N,1,176955.0,722525.0,33801.5,704035.0,Commercial associate,Higher education,Single / not married,House / apartment,25,-2748,7.0,Sales staff,2.0,2,Government,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.0,253712.0,167397.0,1.0,0.0,1.0,1.0,7.0
1381,1381,0,Cash loans,F,Y,Y,3,334649.0,80649.0,36703.3,1370599.0,Working,Higher education,Separated,House / apartment,30,-3143,3.0,Drivers,2.0,2,Medicine,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9572.0,98466.0,75382.0,5.0,1.0,0.0,0.0,5.0
1382,1382,0,Cash loans,F,Y,Y,0,144264.0,142549.0,88736.7,1047370.0,State servant,Higher education,Civil marriage,House / apartment,23,-5217,9.0,Managers,4.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3432.0,36888.0,4436.0,2.0,0.0,2.0,0.0,4.0
1383,1383,0,Cash loans,F,Y,Y,0,130722.0,962063.0,12683.3,107591.0,Working,Secondary / secondary special,Married,House / apartment,37,-1469,2.0,Cooking staff,2.0,2,Medicine,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9579.0,0.0,126676.0,7.0,1.0,0.0,0.0,3.0
1384,1384,0,Cash loans,F,Y,Y,0,175589.0,453722.0,13777.2,235998.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,-2858,6.0,Managers,2.0,1,Security,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,23613.0,425632.0,49872.0,2.0,0.0,0.0,0.0,2.0
1385,1385,0,Cash loans,F,Y,Y,2,212080.0,600942.0,39841.9,402547.0,Working,Higher education,Married,House / apartment,45,-2075,14.0,Security staff,3.0,2,Business Entity Type 3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,12897.0,114305.0,51541.0,3.0,0.0,0.0,0.0,10.0
1386,1386,0,Cash loans,M,Y,Y,0,179118.0,145337.0,93026.2,888461.0,Working,Secondary / secondary special,Married,House / apartment,27,-473,4.0,Core staff,2.0,2,Business Entity Type 2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,6687.0,38151.0,4436.0,2.0,0.0,1.0,1.0,9.0
1387,1387,0,Cash loans,M,Y,Y,1,138695.0,45000.0,48344.0,309446.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,-11461,20.0,Core staff,1.0,2,Restaurant,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9928.0,65855.0,1011035.0,7.0,0.0,0.0,0.0,4.0
1388,1388,1,Cash loans,M,Y,Y,2,198927.0,679382.0,30767.3,828783.0,Working,Secondary / secondary special,Married,House / apartment,28,-2225,15.0,Managers,1.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8229.0,81813.0,95090.0,3.0,0.0,0.0,0.0,1.0
